w h p k r par_time seq_time
4096 4096 8 128 128 3.730057 1.730678
1024 1024 4 64 16 0.061576 0.054258
2048 2048 8 4 4 10.779968 0.437187
2048 2048 4 64 32 0.218776 0.213752
4096 4096 2 32 4 1.099520 0.874495
8192 8192 2 8 128 2.767107 3.462563
2048 2048 2 2 128 0.231791 0.216793
1024 1024 4 128 2 0.053224 0.053499
2048 2048 4 16 8 0.146154 0.213917
4096 4096 8 16 16 4.510072 1.726253
1024 1024 4 4 16 0.052150 0.054201
1024 1024 4 32 128 0.065876 0.054128
1024 1024 2 64 8 0.052293 0.053454
2048 2048 4 32 64 0.221442 0.214189
4096 4096 4 8 32 0.480406 0.865777
512 512 8 4 32 0.379883 0.033536
512 512 4 4 128 0.019128 0.013568
1024 1024 4 8 8 0.050298 0.053475
4096 4096 8 64 64 3.499937 1.736028
4096 4096 2 256 8 0.721038 0.869525
2048 2048 4 4 32 0.150054 0.213894
8192 8192 8 64 4 24.039937 7.026177
1024 1024 8 2 16 1.479881 0.103440
4096 4096 4 256 32 0.913798 0.869809
2048 2048 2 128 32 0.233633 0.213760
4096 4096 8 2 256 3.859988 1.735463
2048 2048 8 64 4 4.379910 0.424040
2048 2048 8 64 16 0.819863 0.436045
1024 1024 4 8 4 0.072523 0.053492
4096 4096 4 16 128 0.659003 0.865518
4096 4096 8 32 64 3.659943 1.735525
4096 4096 4 4 4 1.926920 0.869615
4096 4096 2 16 256 0.888544 0.866367
512 512 4 64 16 0.018172 0.013374
1024 1024 2 16 32 0.049454 0.054210
1024 1024 8 64 64 0.279966 0.103447
1024 1024 2 4 16 0.088068 0.054214
1024 1024 8 16 16 0.739960 0.103443
2048 2048 8 32 256 0.859960 0.436148
1024 1024 4 16 64 0.059542 0.054095
2048 2048 4 128 128 0.241977 0.216090
1024 1024 4 32 8 0.037706 0.053627
8192 8192 4 128 128 3.500307 3.509198
512 512 2 8 256 0.017901 0.013424
2048 2048 4 4 8 0.292370 0.216021
8192 8192 4 32 128 2.481565 3.509358
8192 8192 4 128 64 3.152272 3.466419
4096 4096 8 4 8 21.049881 1.739032
4096 4096 8 256 8 4.759997 1.736109
1024 1024 4 128 128 0.062891 0.053559
4096 4096 2 8 4 2.018836 0.865668
1024 1024 4 2 128 0.042789 0.054247
8192 8192 4 128 2 2.298856 3.510731
2048 2048 4 2 2 1.465638 0.214046
512 512 4 16 8 0.012712 0.013619
1024 1024 2 32 128 0.065975 0.053485
2048 2048 4 256 32 0.241703 0.214050
1024 1024 8 128 16 0.659964 0.104117
8192 8192 4 16 2 4.670549 3.486682
2048 2048 8 16 64 0.879959 0.424032
2048 2048 2 128 128 0.246280 0.214133
512 512 2 16 4 0.024167 0.013370
4096 4096 2 64 8 0.742254 0.869060
8192 8192 4 8 4 4.606963 3.495353
4096 4096 4 32 8 0.488550 0.874613
512 512 8 8 2 1.479940 0.023357
512 512 4 4 32 0.015487 0.013589
4096 4096 4 8 64 0.435039 0.869219
8192 8192 4 8 64 1.722476 3.499246
2048 2048 2 256 8 0.235091 0.213866
2048 2048 4 8 4 0.282981 0.217431
2048 2048 4 32 16 0.114519 0.217057
2048 2048 2 32 16 0.182173 0.213870
1024 1024 2 256 64 0.062850 0.053494
4096 4096 2 2 128 0.929492 0.869934
